include,text,sql,base_id,sql_id
,mean school size by district,"select district as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year, district",34,100
,mean school size by school level,"select school_level as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year, school_level",34,129
,mean school size in Kailahun district by school level,"select school_level as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where district=""Kailahun"" group by year, school_level",34,158
,mean school size among Secondary schools,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year",34,190
,mean school size in Kailahun district among Primary schools,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where school_level = 'Primary' and district=""Kailahun"" group by year",34,222
,mean school size by district among Pre-Primary schools,"select district as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year, district",34,254
,average school size,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year",34,34
,average school size in Kailahun district,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where district=""Kailahun"" group by year",34,68
,average school size in each district,"select district as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year, district",34,100
,average school size by school level,"select school_level as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year, school_level",34,129
,average school size in Kailahun district by school level,"select school_level as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where district=""Kailahun"" group by year, school_level",34,158
1,average school size among Secondary schools,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year",34,190
,average school size in Kailahun district among Primary schools,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where school_level = 'Primary' and district=""Kailahun"" group by year",34,222
,average school size in each district among Pre-Primary schools,"select district as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year, district",34,254
,show me the mean school size,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year",34,34
,show me the mean school size in Kailahun district,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where district=""Kailahun"" group by year",34,68
,show me the mean school size by district,"select district as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year, district",34,100
,show me the mean school size by school level,"select school_level as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year, school_level",34,129
,show me the mean school size in Kailahun district by school level,"select school_level as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where district=""Kailahun"" group by year, school_level",34,158
,show me the mean school size among Secondary schools,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year",34,190
,show me the mean school size in Kailahun district among Primary schools,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where school_level = 'Primary' and district=""Kailahun"" group by year",34,222
,show me the mean school size by district among Pre-Primary schools,"select district as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year, district",34,254
,what is the mean school size,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year",34,34
,what is the mean school size in Kailahun district,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where district=""Kailahun"" group by year",34,68
,what is the mean school size by district,"select district as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year, district",34,100
,what is the mean school size by school level,"select school_level as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census group by year, school_level",34,129
,what is the mean school size in Kailahun district by school level,"select school_level as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where district=""Kailahun"" group by year, school_level",34,158
,what is the mean school size among Secondary schools,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census  where school_level in ('Juior Secondary', 'Senior Secondary') group by year",34,190
,what is the mean school size in Kailahun district among Primary schools,"select 'mean' as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census where school_level = 'Primary' and district=""Kailahun"" group by year",34,222
,what is the mean school size by district among Pre-Primary schools,"select district as 'group', year as 'key', avg(total_enrolled) as 'value', 3 as queryType from census  where school_level = 'Pre-Primary' group by year, district",34,254
,mean pupil classroom ratio,"select 'mean' as 'group', year as 'key', avg(pupil_classroom_ratio) as 'value', 3 as queryType from census group by year",35,35
,mean pupil classroom ratio in Falaba district,"select 'mean' as 'group', year as 'key', avg(pupil_classroom_ratio) as 'value', 3 as queryType from census where district=""Falaba"" group by year",35,69
,mean pupil classroom ratio by district,"select district as 'group', year as 'key', avg(pupil_classroom_ratio) as 'value', 3 as queryType from census group by year, district",35,101
,mean pupil classroom ratio by school level,"select school_level as 'group', year as 'key', avg(pupil_classroom_ratio) as 'value', 3 as queryType from census group by year, school_level",35,130
,mean pupil classroom ratio in Falaba district by school level,"select school_level as 'group', year as 'key', avg(pupil_classroom_ratio) as 'value', 3 as queryType from census where district=""Falaba"" group by year, school_level",35,159
